URL,Cluster,Page Type,TotalInlinks,HeaderNavInlinks,FooterInlinks,MainContentInlinks,UniqueMainContentSourcePages,HubInlinks,FeatureInlinks,ToolInlinks,GuideInlinks,FooterDependency,ContextualAuthorityLevel,Evidence
https://familyboard.win/guides/familyboard-monthly-review-action-tutorial/,product,content,509,1,508,5,5,1,0,1,3,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-move-in-checklist-generator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-move-out-condition-report-generator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-move-out-condition-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-moving-box-handover-log-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-offline-backup-restore/,product,content,15,1,0,14,14,1,0,1,12,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-old-tablet-display-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-pantry-expiry-review-log-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-pantry-review-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-pet-record-source-handoff-tutorial/,tools,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-pet-sitter-instruction-generator-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-photo-inventory-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-plant-care-handoff-log-tutorial/,household-operations,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-plant-care-handoff-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-power-outage-event-log-tutorial/,product,content,509,1,508,3,3,1,0,1,1,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-printout-download-retention-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-privacy-review-handoff-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-private-family-organizer-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-product-recall-action-log-tutorial/,appliances,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-product-recall-action-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-purchase-comparison-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-purchase-delivery-evidence-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-pwa-update-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-receipt-retention-organizer-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-receipt-source-verification-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-record-linking-tutorial/,product,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-record-retention-decision-log-tutorial/,tools,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-record-retention-decision-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-record-retrieval-drill-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-record-retrieval-practice-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-recurring-chore-planner-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-recycling-handoff-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-rental-home-maintenance-handoff-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-rental-repair-request-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-rental-security-deposit-move-out-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-repair-change-order-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-repair-evidence-timeline-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-repair-punch-list-review-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-repair-punch-list-tutorial/,maintenance,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-replacement-part-source-check-log-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-replacement-part-source-check-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-reset-local-household-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-restore-merge-replace-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-room-inventory-generator-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-router-support-review-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-schedule-conflict-review-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-school-activity-handoff-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-school-closure-continuity-tutorial/,records-emergency,content,509,1,508,3,3,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-school-pickup-handoff-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-school-record-source-handoff-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-seasonal-reset-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-service-appointment-handoff-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-service-provider-verification-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-service-quote-comparison-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-share-access-tutorial/,product,content,509,1,508,4,4,1,0,0,3,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-shared-device-privacy-review-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-shared-display-privacy-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-shopping-list-planner-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-storage-health-warning-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-storage-open-error-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-storage-unit-access-inventory-log-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-storm-readiness-review-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-subscription-cancellation-handoff-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-subscription-cancellation-result-review-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-subscription-renewal-review/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-task-completion-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-task-load-calculator-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-time-window-overlap-checker-tutorial/,product,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-trip-handoff-tutorial/,product,content,509,1,508,4,4,1,0,0,3,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-trip-packing-handoff-log-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-utility-bill-anomaly-log-tutorial/,tools,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-utility-bill-difference-tutorial/,tools,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-utility-provider-handoff-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-vacation-shutdown-checklist-generator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-vehicle-document-source-status-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-vendor-onboarding-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-warranty-checklist-generator-tutorial/,inventory-warranty,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-warranty-claim-evidence-log-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-warranty-expiration-calculator-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-warranty-tracker-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-water-leak-event-log-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-weekly-household-decision-review-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-weekly-reset-action-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/fire-extinguisher-records/,appliances,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/first-time-homeowner-maintenance-guide/,maintenance,content,509,1,508,4,4,1,0,1,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/freezer-maintenance-checklist/,appliances,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/furnace-maintenance-records/,appliances,content,6,1,0,5,5,1,0,0,4,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/furniture-inventory/,inventory-warranty,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/garbage-disposal-maintenance-guide/,appliances,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/guest-preparation-checklist/,household-operations,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/heat-pump-maintenance-records/,appliances,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/home-contact-list/,household-operations,content,4,1,0,3,3,1,0,0,1,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/home-evacuation-information/,records-emergency,content,5,1,0,4,4,1,0,2,1,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/home-improvement-receipts/,inventory-warranty,content,10,1,0,9,9,1,0,4,4,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/home-inventory-checklist/,inventory-warranty,content,7,1,0,6,6,1,0,1,3,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/home-inventory-for-insurance/,inventory-warranty,content,10,1,0,9,9,1,0,2,6,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-after-vacation/,maintenance,content,509,1,508,4,4,1,0,0,3,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-binder/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-budget/,maintenance,content,509,1,508,5,5,1,0,1,3,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-calendar/,maintenance,content,509,1,508,5,5,1,0,1,3,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-delegation/,maintenance,content,509,1,508,5,5,1,0,1,3,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-log/,maintenance,content,5,1,0,4,4,1,0,0,3,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-records/,maintenance,content,509,1,508,9,9,1,0,0,8,0.998,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-reminders/,maintenance,content,509,1,508,9,9,1,0,1,7,0.998,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/home-maintenance-schedule/,maintenance,content,8,1,0,7,7,1,0,2,3,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/home-purchase-records/,inventory-warranty,content,6,1,0,5,5,1,0,1,3,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/home-repair-history/,maintenance,content,509,1,508,13,13,1,0,4,7,0.998,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/home-service-provider-list/,maintenance,content,19,1,0,18,18,1,0,3,13,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/house-sitter-information/,records-emergency,content,9,1,0,8,8,1,0,1,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/household-account-list/,household-operations,content,10,1,0,9,9,1,0,3,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/household-admin-backup-person/,records-emergency,content,17,1,0,16,16,1,0,5,9,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/household-admin-day/,household-operations,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/household-documents-organizer/,records-emergency,content,10,1,0,9,9,1,0,3,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/household-handoff/,records-emergency,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/household-management-checklist/,household-operations,content,5,1,0,4,4,1,0,2,1,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/household-medical-information-organization/,records-emergency,content,7,1,0,6,6,1,0,4,1,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/household-monthly-review/,household-operations,content,509,1,508,11,11,1,0,1,8,0.998,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/household-replacement-reserve/,inventory-warranty,content,5,1,0,4,4,1,0,1,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/household-shopping-staples/,household-operations,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/household-supplies-inventory/,household-operations,content,510,1,508,16,16,1,0,4,11,0.9961,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/household-weekly-reset/,household-operations,content,16,1,0,15,15,1,0,0,14,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/how-long-to-keep-household-records/,records-emergency,content,9,1,0,8,8,1,0,3,4,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/how-to-track-product-warranties/,inventory-warranty,content,18,1,0,17,17,1,0,5,9,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/humidifier-maintenance-guide/,appliances,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/hvac-filter-tracker/,appliances,content,10,1,0,9,9,1,0,1,7,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/important-household-documents/,records-emergency,content,12,1,0,11,11,1,0,4,6,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/,support,support,509,509,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/maintenance-priorities/,maintenance,content,509,1,508,4,4,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/microwave-maintenance-checklist/,appliances,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/monthly-home-maintenance-checklist/,maintenance,content,509,1,508,3,3,1,0,0,1,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/move-in-maintenance-checklist/,maintenance,content,509,1,508,6,6,1,0,1,3,0.998,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/move-out-home-records/,maintenance,content,6,1,0,5,5,1,0,1,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/moving-house-organizer/,household-operations,content,5,1,0,4,4,1,0,1,1,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/moving-inventory/,inventory-warranty,content,9,1,0,8,8,1,0,1,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/new-home-setup-checklist/,household-operations,content,6,1,0,5,5,1,0,1,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/organize-appliance-manuals/,records-emergency,content,3,1,0,2,2,1,0,1,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/organize-household-subscriptions/,household-operations,content,14,1,0,13,13,1,0,2,8,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/organize-insurance-documents/,records-emergency,content,7,1,0,6,6,1,0,3,2,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/organize-pet-records/,records-emergency,content,7,1,0,6,6,1,0,2,2,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/organize-school-records-at-home/,records-emergency,content,4,1,0,3,3,1,0,1,1,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/organize-utility-account-information/,records-emergency,content,6,1,0,5,5,1,0,1,3,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/organize-vehicle-documents-at-home/,records-emergency,content,3,1,0,2,2,1,0,1,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/oven-maintenance-checklist/,appliances,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/pantry-restock-system/,household-operations,content,4,1,0,3,3,1,0,0,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/pet-sitter-information/,records-emergency,content,7,1,0,6,6,1,0,2,2,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/photo-home-inventory/,inventory-warranty,content,9,1,0,8,8,1,0,1,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/power-outage-home-preparedness/,maintenance,content,14,1,0,13,13,1,0,4,8,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/preventive-home-maintenance/,maintenance,content,509,1,508,3,3,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/product-registration-tracker/,inventory-warranty,content,6,1,0,5,5,1,0,2,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/purchase-receipt-organizer/,inventory-warranty,content,13,1,0,12,12,1,0,5,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/quarterly-home-maintenance-checklist/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/range-hood-maintenance-checklist/,appliances,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/recurring-bills-tracker/,household-operations,content,10,1,0,9,9,1,0,1,6,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/recurring-household-tasks/,household-operations,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/refrigerator-maintenance-checklist/,appliances,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/renovation-records/,inventory-warranty,content,13,1,0,12,12,1,0,4,7,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/rental-home-maintenance-log/,maintenance,content,509,1,508,4,4,1,0,1,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/repair-history/,inventory-warranty,content,13,1,0,12,12,1,0,3,7,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/returning-home-after-travel-checklist/,household-operations,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/robot-vacuum-maintenance-guide/,appliances,content,4,1,0,3,3,1,0,0,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/room-by-room-home-inventory/,inventory-warranty,content,11,1,0,10,10,1,0,2,7,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/seasonal-home-maintenance-checklist/,maintenance,content,509,1,508,9,9,1,0,2,5,0.998,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/serial-number-tracker/,inventory-warranty,content,11,1,0,10,10,1,0,2,6,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/service-history/,inventory-warranty,content,5,1,0,4,4,1,0,2,1,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/service-provider-contact-list/,household-operations,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/smoke-alarm-records/,appliances,content,4,1,0,3,3,1,0,0,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/spring-home-maintenance-checklist/,maintenance,content,509,1,508,3,3,1,0,0,1,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/storage-unit-inventory/,inventory-warranty,content,3,1,0,2,2,1,0,1,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/storm-preparation-home-checklist/,maintenance,content,8,1,0,7,7,1,0,1,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/subscription-cancellation-refund-records/,household-operations,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/subscription-renewal-tracker/,household-operations,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/summer-home-maintenance-checklist/,maintenance,content,509,1,508,3,3,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/travel-household-handoff/,records-emergency,content,10,1,0,9,9,1,0,2,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/ups-battery-backup-records/,appliances,content,4,1,0,3,3,1,0,1,1,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/utility-shutoff-information/,records-emergency,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/vacation-home-shutdown-checklist/,household-operations,content,8,1,0,7,7,1,0,1,5,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/vacuum-cleaner-maintenance-guide/,appliances,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/valuable-item-inventory/,inventory-warranty,content,8,1,0,7,7,1,0,2,4,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/warranty-expiration/,inventory-warranty,content,6,1,0,5,5,1,0,1,3,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/washing-machine-maintenance-checklist/,appliances,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/water-filter-replacement-guide/,appliances,content,4,1,0,3,3,1,0,0,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/water-heater-maintenance-records/,appliances,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/water-leak-response-home-records/,maintenance,content,11,1,0,10,10,1,0,1,8,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/water-softener-maintenance-records/,appliances,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/what-spouse-needs-to-know/,household-operations,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/wifi-router-maintenance-records/,appliances,content,7,1,0,6,6,1,0,2,3,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/winter-home-maintenance-checklist/,maintenance,content,509,1,508,3,3,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
